id,nombre,apellido,email,pais,provincia,matematica,fisica,literatura,programacion,telefono
609,Tamara,Reyes,tamara.reyes@universidadvirtual.edu.ar,Argentina,La Pampa,3.79,7.18,4.69,9.8,353-845-1813
610,Sebastián,Tamez,sebastián.tamez@universidadvirtual.edu.ar,Argentina,Santiago del Estero,5.92,9.81,5.54,7.05,422-214-3672
611,Ricardo,Gallardo,ricardo.gallardo@universidadvirtual.edu.ar,Argentina,Córdoba,7.96,4.94,3.12,6.36,179-940-9858
612,Olivia,Urbina,olivia.urbina@universidadvirtual.edu.ar,Argentina,Catamarca,5.34,4.96,7.72,7.96,255-200-1533
613,Abril,Rojas,abril.rojas@universidadvirtual.edu.ar,Argentina,Formosa,7.38,7.7,9.33,7.88,605-155-3422
614,Carmen,Contreras,carmen.contreras@universidadvirtual.edu.ar,Argentina,Entre Ríos,2.51,4.84,5.94,7.69,605-507-7354
615,Andrés,Cardona,andrés.cardona@universidadvirtual.edu.ar,Argentina,Neuquén,3.29,8.18,7.45,7.21,554-215-1803
616,Marcos,Valenzuela,marcos.valenzuela@universidadvirtual.edu.ar,Argentina,Misiones,5.43,7.45,4.48,6.25,614-698-0405
617,Florencia,Martínez,florencia.martínez@universidadvirtual.edu.ar,Argentina,Jujuy,3.97,8.97,4.0,6.09,830-587-6187
618,Gael,Camacho,gael.camacho@universidadvirtual.edu.ar,Argentina,Catamarca,3.68,9.79,6.27,7.83,807-191-6911
619,Joaquín,Salcedo,joaquín.salcedo@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,3.79,5.28,6.64,6.82,274-621-3286
620,Tomás,Salguero,tomás.salguero@universidadvirtual.edu.ar,Argentina,Misiones,2.79,7.34,4.46,6.4,669-117-5905
621,Florencia,Aguirre,florencia.aguirre@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,9.98,8.87,6.26,8.25,614-879-3222
622,Jorge,Olivares,jorge.olivares@universidadvirtual.edu.ar,Argentina,Río Negro,5.37,6.11,8.93,7.77,839-497-0085
623,José,Sandoval,josé.sandoval@universidadvirtual.edu.ar,Argentina,Catamarca,2.32,7.32,8.61,5.49,896-507-2246
624,Valentín,Sandoval,valentín.sandoval@universidadvirtual.edu.ar,Argentina,Misiones,6.62,7.64,4.92,7.49,340-492-1165
625,Camila,Trejo,camila.trejo@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,2.45,8.37,7.92,8.34,519-945-4836
626,Tamara,Quezada,tamara.quezada@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,6.42,7.0,9.41,9.7,614-986-5679
627,Noelia,Ortega,noelia.ortega@universidadvirtual.edu.ar,Argentina,Catamarca,3.17,8.68,3.86,9.59,166-966-7686
628,Sofía,Marroquín,sofía.marroquín@universidadvirtual.edu.ar,Argentina,La Rioja,8.43,7.18,4.75,6.43,970-831-2945
629,Elías,Macías,elías.macías@universidadvirtual.edu.ar,Argentina,Salta,7.96,9.04,4.58,7.11,600-443-2542
630,Walter,De la Cruz,walter.de la cruz@universidadvirtual.edu.ar,Argentina,Misiones,7.67,6.41,3.47,9.49,270-998-6647
631,Mariana,Macías,mariana.macías@universidadvirtual.edu.ar,Argentina,Catamarca,9.28,4.34,8.68,8.94,456-595-1232
632,Máximo,Palacios,máximo.palacios@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,8.97,9.18,9.12,5.22,453-290-0733
633,Gonzalo,Villanueva,gonzalo.villanueva@universidadvirtual.edu.ar,Argentina,Santa Cruz,8.27,5.6,3.07,9.18,575-735-9895
634,Franco,Covarrubias,franco.covarrubias@universidadvirtual.edu.ar,Argentina,Córdoba,4.97,5.63,5.71,7.5,816-104-3069
635,Benjamín,Cuenca,benjamín.cuenca@universidadvirtual.edu.ar,Argentina,La Pampa,6.71,9.68,3.47,8.2,829-414-3362
636,Alma,Tello,alma.tello@universidadvirtual.edu.ar,Argentina,Corrientes,5.5,4.03,9.73,5.7,272-253-4376
637,Damián,Valenzuela,damián.valenzuela@universidadvirtual.edu.ar,Argentina,Tucumán,4.54,7.64,3.94,6.03,281-941-0291
638,Agustina,Duarte,agustina.duarte@universidadvirtual.edu.ar,Argentina,Santa Cruz,7.88,5.66,9.51,9.47,869-903-7609
639,Esteban,Reyes,esteban.reyes@universidadvirtual.edu.ar,Argentina,Catamarca,7.2,8.18,3.44,8.83,201-675-7577
640,Delfina,Robles,delfina.robles@universidadvirtual.edu.ar,Argentina,Buenos Aires,5.14,9.8,5.6,8.6,898-619-1197
641,Claudia,Mayorga,claudia.mayorga@universidadvirtual.edu.ar,Argentina,Río Negro,7.58,9.62,4.35,8.77,637-128-2377
642,Germán,Rosales,germán.rosales@universidadvirtual.edu.ar,Argentina,Río Negro,5.67,7.88,9.17,5.02,788-629-6030
643,Álvaro,Mayorga,álvaro.mayorga@universidadvirtual.edu.ar,Argentina,Santa Fe,4.51,6.83,7.86,8.13,474-222-6954
644,Juan,Granados,juan.granados@universidadvirtual.edu.ar,Argentina,Santa Cruz,2.81,6.17,6.87,9.9,270-873-3560
645,Eugenia,Reyes,eugenia.reyes@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,8.36,5.9,8.81,6.01,468-176-2161
646,Cintia,González,cintia.gonzález@universidadvirtual.edu.ar,Argentina,Río Negro,4.34,7.12,4.08,6.08,152-194-8494
647,Carla,Suárez,carla.suárez@universidadvirtual.edu.ar,Argentina,Chaco,7.04,8.81,9.01,5.27,343-556-7607
648,Germán,Olmedo,germán.olmedo@universidadvirtual.edu.ar,Argentina,Neuquén,6.17,9.09,5.84,5.94,781-850-7499
649,Cintia,Macías,cintia.macías@universidadvirtual.edu.ar,Argentina,Córdoba,5.01,5.44,3.73,4.57,300-465-8245
650,María,Céspedes,maría.céspedes@universidadvirtual.edu.ar,Argentina,Neuquén,7.59,7.47,6.24,7.87,923-532-6268
651,Ariel,Martínez,ariel.martínez@universidadvirtual.edu.ar,Argentina,Chaco,6.12,6.58,5.83,4.81,390-409-4141
652,Alma,López,alma.lópez@universidadvirtual.edu.ar,Argentina,Chubut,3.27,8.82,4.92,6.04,217-633-5848
653,Abril,Molina,abril.molina@universidadvirtual.edu.ar,Argentina,Chubut,8.43,5.79,6.57,5.8,121-355-6651
654,Paula,Gómez,paula.gómez@universidadvirtual.edu.ar,Argentina,La Pampa,2.06,8.69,9.56,7.36,176-772-6995
655,Fátima,Aguirre,fátima.aguirre@universidadvirtual.edu.ar,Argentina,Misiones,8.64,4.33,4.43,6.07,123-983-1051
656,Luis,Valencia,luis.valencia@universidadvirtual.edu.ar,Argentina,Santa Fe,8.98,7.04,3.14,8.78,724-110-5079
657,Julián,Arce,julián.arce@universidadvirtual.edu.ar,Argentina,Jujuy,2.03,5.02,5.66,9.43,935-579-6379
658,Ailén,Ayala,ailén.ayala@universidadvirtual.edu.ar,Argentina,Buenos Aires,4.43,7.56,4.11,9.64,473-415-5437
659,María,Chacón,maría.chacón@universidadvirtual.edu.ar,Argentina,Tucumán,7.47,7.03,5.39,9.64,399-445-8487
660,Manuel,Roldán,manuel.roldán@universidadvirtual.edu.ar,Argentina,Santa Fe,6.99,9.97,9.14,9.05,902-410-0398
661,Jazmín,Bañuelos,jazmín.bañuelos@universidadvirtual.edu.ar,Argentina,La Rioja,9.14,6.47,7.88,5.14,255-303-1187
662,Joaquín,Farías,joaquín.farías@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,4.78,6.22,4.69,7.38,106-601-1226
663,Pablo,Oseguera,pablo.oseguera@universidadvirtual.edu.ar,Argentina,Tucumán,4.22,6.84,6.84,9.38,557-189-5272
664,Ariel,Núñez,ariel.núñez@universidadvirtual.edu.ar,Argentina,Neuquén,3.68,7.76,5.03,5.67,765-974-5275
665,Benjamín,Sanabria,benjamín.sanabria@universidadvirtual.edu.ar,Argentina,Buenos Aires,4.3,8.11,5.94,5.8,176-887-9654
666,Renata,Lara,renata.lara@universidadvirtual.edu.ar,Argentina,Buenos Aires,3.18,6.07,8.57,5.15,839-540-9459
667,Lourdes,Valladares,lourdes.valladares@universidadvirtual.edu.ar,Argentina,San Luis,9.36,5.46,7.51,5.88,624-473-5181
668,Noelia,Ledezma,noelia.ledezma@universidadvirtual.edu.ar,Argentina,Santiago del Estero,5.5,4.03,4.0,9.67,405-562-2336
669,Sebastián,Cordero,sebastián.cordero@universidadvirtual.edu.ar,Argentina,Entre Ríos,5.24,9.58,9.41,5.3,122-999-0926
670,Elías,Ulloa,elías.ulloa@universidadvirtual.edu.ar,Argentina,Mendoza,2.36,5.68,7.94,5.69,312-306-6634
671,Elías,Garcés,elías.garcés@universidadvirtual.edu.ar,Argentina,Corrientes,8.38,6.05,3.78,7.86,183-686-2980
672,Rafael,Núñez,rafael.núñez@universidadvirtual.edu.ar,Argentina,Catamarca,4.86,8.77,6.5,8.72,587-633-8748
673,León,Capdevila,león.capdevila@universidadvirtual.edu.ar,Argentina,Santiago del Estero,5.33,6.7,8.98,8.78,369-226-3050
674,Luz,Espinosa,luz.espinosa@universidadvirtual.edu.ar,Argentina,Misiones,6.42,7.44,3.33,9.52,185-791-0092
675,Pablo,Falcón,pablo.falcón@universidadvirtual.edu.ar,Argentina,La Rioja,7.28,8.48,3.05,9.67,448-265-2488
676,Juan,Herrera,juan.herrera@universidadvirtual.edu.ar,Argentina,Mendoza,8.87,6.75,4.64,7.47,727-566-4111
677,Hugo,Manríquez,hugo.manríquez@universidadvirtual.edu.ar,Argentina,Misiones,4.4,7.38,4.15,5.56,317-147-6930
678,Julián,Serrano,julián.serrano@universidadvirtual.edu.ar,Argentina,Entre Ríos,9.8,8.66,6.84,6.68,996-286-7375
679,Paula,Suárez,paula.suárez@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,8.23,4.48,4.49,8.61,688-683-2222
680,Norma,Perdomo,norma.perdomo@universidadvirtual.edu.ar,Argentina,Santiago del Estero,5.79,7.91,8.5,6.66,796-383-0605
681,Javier,Noriega,javier.noriega@universidadvirtual.edu.ar,Argentina,Corrientes,6.18,6.47,4.65,6.24,717-928-6353
682,León,Vega,león.vega@universidadvirtual.edu.ar,Argentina,Salta,3.58,4.85,4.59,5.12,904-268-8151
683,Milagros,Núñez,milagros.núñez@universidadvirtual.edu.ar,Argentina,Corrientes,8.57,9.32,5.72,5.2,601-448-6952
684,Brenda,Llamas,brenda.llamas@universidadvirtual.edu.ar,Argentina,Salta,5.94,7.1,3.42,5.69,879-278-3949
685,Rosa,Quevedo,rosa.quevedo@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,5.03,5.33,3.96,5.88,726-923-1214
686,Lautaro,Varela,lautaro.varela@universidadvirtual.edu.ar,Argentina,Mendoza,7.57,8.29,3.32,5.45,593-139-1019
687,Fabián,Gómez,fabián.gómez@universidadvirtual.edu.ar,Argentina,Formosa,5.69,7.4,5.91,6.27,269-689-0790
688,Kevin,Arguello,kevin.arguello@universidadvirtual.edu.ar,Argentina,Santiago del Estero,8.28,9.48,5.21,9.27,848-953-3479
689,Josefina,Aragón,josefina.aragón@universidadvirtual.edu.ar,Argentina,Formosa,7.43,8.45,5.72,8.94,589-373-5528
690,Lara,Requena,lara.requena@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,5.91,6.0,8.72,7.55,968-541-7435
691,Sebastián,Calderón,sebastián.calderón@universidadvirtual.edu.ar,Argentina,Entre Ríos,3.25,6.89,4.05,5.15,364-205-5934
692,José,Aguirre,josé.aguirre@universidadvirtual.edu.ar,Argentina,Río Negro,4.09,8.77,7.65,8.33,376-244-1173
693,Benjamín,Monzón,benjamín.monzón@universidadvirtual.edu.ar,Argentina,Jujuy,8.16,4.94,7.53,9.77,157-260-3286
694,Mateo,Salguero,mateo.salguero@universidadvirtual.edu.ar,Argentina,San Luis,9.52,5.04,8.82,7.59,163-530-0915
695,Daniela,Tovar,daniela.tovar@universidadvirtual.edu.ar,Argentina,Santiago del Estero,9.02,6.37,8.19,8.26,752-705-2063
696,Facundo,Parra,facundo.parra@universidadvirtual.edu.ar,Argentina,La Pampa,6.23,6.48,8.99,7.75,464-885-1801
697,Sofía,Duarte,sofía.duarte@universidadvirtual.edu.ar,Argentina,Neuquén,7.88,8.14,7.98,8.33,334-302-9653
698,Mariana,Quiroz,mariana.quiroz@universidadvirtual.edu.ar,Argentina,Misiones,4.56,4.07,3.71,5.45,445-632-8811
699,Pablo,Robledo,pablo.robledo@universidadvirtual.edu.ar,Argentina,Entre Ríos,6.28,7.85,6.92,6.12,250-192-6961
700,Cristian,Arellano,cristian.arellano@universidadvirtual.edu.ar,Argentina,Chaco,5.99,4.71,4.85,7.4,214-651-3960
701,Alan,Godínez,alan.godínez@universidadvirtual.edu.ar,Argentina,Río Negro,7.42,8.77,7.93,5.29,345-916-9476
702,Damián,Obando,damián.obando@universidadvirtual.edu.ar,Argentina,La Pampa,2.43,8.24,3.91,5.89,277-464-7121
703,Renata,Delgadillo,renata.delgadillo@universidadvirtual.edu.ar,Argentina,Córdoba,7.01,9.1,5.86,9.61,407-296-8241
704,Julieta,Escalante,julieta.escalante@universidadvirtual.edu.ar,Argentina,Río Negro,7.42,5.24,4.24,4.48,737-863-4496
705,Ramiro,Quevedo,ramiro.quevedo@universidadvirtual.edu.ar,Argentina,Salta,9.14,6.16,3.68,5.63,254-445-4526
706,Diego,López,diego.lópez@universidadvirtual.edu.ar,Argentina,Río Negro,3.46,9.22,6.99,5.18,949-716-5676
707,Patricia,Navarro,patricia.navarro@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,6.16,9.53,7.39,8.51,137-215-2580
708,Iván,Velasco,iván.velasco@universidadvirtual.edu.ar,Argentina,Buenos Aires,7.61,8.07,8.31,9.73,722-540-7817
709,Valentín,Ponce,valentín.ponce@universidadvirtual.edu.ar,Argentina,Chubut,4.29,9.87,6.75,5.16,513-865-6169
710,Graciela,Aguayo,graciela.aguayo@universidadvirtual.edu.ar,Argentina,Buenos Aires,4.47,6.32,6.13,5.89,563-713-3922
711,Miguel,Salinas,miguel.salinas@universidadvirtual.edu.ar,Argentina,Formosa,6.11,7.73,3.37,4.51,951-685-4244
712,Pilar,Arce,pilar.arce@universidadvirtual.edu.ar,Argentina,Córdoba,7.81,6.06,9.41,6.08,201-106-2500
713,Sergio,Arce,sergio.arce@universidadvirtual.edu.ar,Argentina,San Juan,7.51,7.31,3.34,5.45,199-520-4647
714,Benjamín,Roldán,benjamín.roldán@universidadvirtual.edu.ar,Argentina,Salta,8.23,8.98,6.01,7.76,524-148-6653
715,Mónica,Gallardo,mónica.gallardo@universidadvirtual.edu.ar,Argentina,Santiago del Estero,4.47,8.77,3.6,5.8,214-401-9267
716,María,Portillo,maría.portillo@universidadvirtual.edu.ar,Argentina,Catamarca,8.37,9.02,3.94,7.49,943-188-5705
717,Antonella,Urrutia,antonella.urrutia@universidadvirtual.edu.ar,Argentina,La Rioja,9.3,5.75,3.57,4.41,776-816-4022
718,Andrés,Morales,andrés.morales@universidadvirtual.edu.ar,Argentina,San Juan,4.8,6.65,3.93,8.56,680-649-8447
719,Sofía,Parra,sofía.parra@universidadvirtual.edu.ar,Argentina,Mendoza,6.4,5.51,3.55,6.75,498-781-7498
720,Cristian,Oseguera,cristian.oseguera@universidadvirtual.edu.ar,Argentina,Salta,4.43,9.79,5.66,7.35,488-273-8270
721,Valentina,Reséndiz,valentina.reséndiz@universidadvirtual.edu.ar,Argentina,Santiago del Estero,7.21,5.64,8.33,9.28,907-507-3568
722,Juan,Velasco,juan.velasco@universidadvirtual.edu.ar,Argentina,Santa Fe,2.91,7.51,8.31,8.55,363-768-1476
723,Máximo,Pedraza,máximo.pedraza@universidadvirtual.edu.ar,Argentina,Santiago del Estero,4.55,4.61,9.15,4.15,648-400-8959
724,Nicolás,Avendaño,nicolás.avendaño@universidadvirtual.edu.ar,Argentina,Chaco,3.06,5.87,3.26,8.88,620-527-0513
725,Simón,Elizalde,simón.elizalde@universidadvirtual.edu.ar,Argentina,Buenos Aires,6.05,6.91,7.77,7.22,814-834-5344
726,Julián,Saavedra,julián.saavedra@universidadvirtual.edu.ar,Argentina,Córdoba,4.33,4.59,4.0,5.12,107-356-7148
727,Thiago,Alvarado,thiago.alvarado@universidadvirtual.edu.ar,Argentina,Santa Fe,3.27,5.94,6.38,8.97,195-704-2793
728,Elías,Farias,elías.farias@universidadvirtual.edu.ar,Argentina,Catamarca,2.76,7.1,4.22,9.55,685-989-0916
729,Mateo,Palacios,mateo.palacios@universidadvirtual.edu.ar,Argentina,La Rioja,4.34,4.62,4.32,5.81,466-115-5819
730,Kevin,Del Campo,kevin.del campo@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,8.4,9.72,7.38,7.84,245-352-1475
731,Brenda,Castañón,brenda.castañón@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,2.74,5.34,8.53,5.3,787-409-7046
732,Lucas,Erazo,lucas.erazo@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,2.02,4.27,8.65,5.29,669-650-9890
733,Lautaro,Olivares,lautaro.olivares@universidadvirtual.edu.ar,Argentina,Santa Cruz,6.37,5.09,9.41,8.79,754-730-1927
734,Patricia,Robledo,patricia.robledo@universidadvirtual.edu.ar,Argentina,Salta,2.3,8.49,3.95,9.68,565-424-2737
735,Hugo,Lazo,hugo.lazo@universidadvirtual.edu.ar,Argentina,Misiones,7.08,8.44,9.8,4.08,520-162-2253
736,Julián,Olivares,julián.olivares@universidadvirtual.edu.ar,Argentina,Mendoza,9.51,8.68,9.1,7.86,388-707-8945
737,Franco,Bautista,franco.bautista@universidadvirtual.edu.ar,Argentina,Catamarca,8.76,4.44,7.43,5.17,965-554-4481
738,Enzo,Romero,enzo.romero@universidadvirtual.edu.ar,Argentina,Corrientes,8.99,5.63,3.07,8.15,260-263-2475
739,Vanesa,Rojas,vanesa.rojas@universidadvirtual.edu.ar,Argentina,Mendoza,6.2,5.6,4.61,9.89,913-844-7204
740,Lourdes,Alvarado,lourdes.alvarado@universidadvirtual.edu.ar,Argentina,Santa Fe,2.8,7.75,5.5,7.43,686-214-6544
741,Brian,Araujo,brian.araujo@universidadvirtual.edu.ar,Argentina,Chaco,7.63,7.67,7.2,9.33,996-710-3408
742,Melina,Fuentes,melina.fuentes@universidadvirtual.edu.ar,Argentina,Buenos Aires,4.77,5.15,4.51,8.11,770-140-8087
743,Brenda,Rivera,brenda.rivera@universidadvirtual.edu.ar,Argentina,Tucumán,3.31,5.7,4.16,9.12,814-615-2133
744,Claudia,Almonte,claudia.almonte@universidadvirtual.edu.ar,Argentina,Chubut,9.64,7.85,4.6,5.05,326-310-2561
745,Rocío,Becerra,rocío.becerra@universidadvirtual.edu.ar,Argentina,Chubut,8.91,9.2,9.54,9.83,355-507-8368
746,Vanesa,Luján,vanesa.luján@universidadvirtual.edu.ar,Argentina,Corrientes,2.49,4.42,8.66,7.54,620-294-6857
747,Darío,Jiménez,darío.jiménez@universidadvirtual.edu.ar,Argentina,Misiones,5.88,9.49,8.32,5.46,364-963-4426
748,Pilar,Arce,pilar.arce@universidadvirtual.edu.ar,Argentina,San Juan,8.02,8.72,4.35,4.03,643-296-5813
749,Javier,Delgadillo,javier.delgadillo@universidadvirtual.edu.ar,Argentina,Formosa,9.87,4.37,7.81,9.58,687-997-7159
750,Axel,Erazo,axel.erazo@universidadvirtual.edu.ar,Argentina,Santa Fe,9.43,5.37,6.13,5.66,828-546-1190
751,Sergio,Suárez,sergio.suárez@universidadvirtual.edu.ar,Argentina,Salta,9.34,8.57,6.97,7.97,930-295-1257
752,José,Alvarado,josé.alvarado@universidadvirtual.edu.ar,Argentina,Catamarca,9.58,9.17,5.55,5.6,722-506-4038
753,Melina,Torres,melina.torres@universidadvirtual.edu.ar,Argentina,Buenos Aires,2.45,6.25,9.09,6.06,673-603-5164
754,Lucas,Ortega,lucas.ortega@universidadvirtual.edu.ar,Argentina,Mendoza,6.94,9.8,6.79,8.08,146-119-0970
755,Joaquín,Olmedo,joaquín.olmedo@universidadvirtual.edu.ar,Argentina,Santiago del Estero,5.85,5.37,4.64,5.39,566-800-5876
756,Matías,Covarrubias,matías.covarrubias@universidadvirtual.edu.ar,Argentina,Salta,4.92,9.33,4.27,5.48,222-767-7946
757,Juan,Saucedo,juan.saucedo@universidadvirtual.edu.ar,Argentina,Formosa,8.16,9.25,9.19,9.37,827-109-6676
758,Ángeles,Macías,ángeles.macías@universidadvirtual.edu.ar,Argentina,Misiones,5.73,4.83,4.79,9.61,851-510-9334
759,Ariel,Guardado,ariel.guardado@universidadvirtual.edu.ar,Argentina,Formosa,4.02,8.63,4.18,4.4,884-333-1342
760,Ariel,Dávalos,ariel.dávalos@universidadvirtual.edu.ar,Argentina,Corrientes,8.34,4.46,6.66,7.6,200-702-6517
761,Andrés,Obando,andrés.obando@universidadvirtual.edu.ar,Argentina,Chubut,7.79,8.75,5.97,6.66,154-571-0760
762,Thiago,Correa,thiago.correa@universidadvirtual.edu.ar,Argentina,Misiones,9.73,8.61,6.39,5.41,344-444-5373
763,Zoe,Tejada,zoe.tejada@universidadvirtual.edu.ar,Argentina,Chaco,7.14,6.91,7.44,7.51,218-148-4694
764,Eugenia,Contreras,eugenia.contreras@universidadvirtual.edu.ar,Argentina,Buenos Aires,5.96,7.15,9.88,6.16,145-855-0376
765,Fabián,Díaz,fabián.díaz@universidadvirtual.edu.ar,Argentina,Neuquén,3.82,7.07,6.51,6.26,479-756-3485
766,Antonella,Medina,antonella.medina@universidadvirtual.edu.ar,Argentina,Jujuy,7.16,8.53,8.88,7.12,295-819-3351
767,Patricia,Avila,patricia.avila@universidadvirtual.edu.ar,Argentina,La Rioja,3.15,6.13,8.3,8.47,440-293-1566
768,Luis,Almonte,luis.almonte@universidadvirtual.edu.ar,Argentina,Santa Cruz,5.32,9.38,8.83,5.73,818-832-5014
769,Manuel,Calderón,manuel.calderón@universidadvirtual.edu.ar,Argentina,Río Negro,4.5,7.0,9.58,9.6,190-938-2241
770,Joaquín,Monzón,joaquín.monzón@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,5.45,9.56,6.06,6.12,425-484-7029
771,Iván,Jiménez,iván.jiménez@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,8.33,5.99,8.2,8.7,976-401-7345
772,Jorge,Urrutia,jorge.urrutia@universidadvirtual.edu.ar,Argentina,Mendoza,5.35,5.46,6.95,4.66,909-923-1257
773,Agustina,Ortega,agustina.ortega@universidadvirtual.edu.ar,Argentina,Córdoba,7.84,4.06,9.8,8.35,380-330-9236
774,Ariel,Urbina,ariel.urbina@universidadvirtual.edu.ar,Argentina,San Juan,8.48,6.21,7.0,4.9,217-969-8586
775,Catalina,Aguirre,catalina.aguirre@universidadvirtual.edu.ar,Argentina,Chubut,8.8,6.92,8.73,7.03,976-709-7646
776,Juan,González,juan.gonzález@universidadvirtual.edu.ar,Argentina,Santa Fe,8.55,5.07,5.59,10.0,212-654-4900
777,Santiago,Castañón,santiago.castañón@universidadvirtual.edu.ar,Argentina,San Luis,8.56,6.47,9.98,6.66,655-622-9385
778,Jazmín,Vargas,jazmín.vargas@universidadvirtual.edu.ar,Argentina,Jujuy,7.36,9.8,3.46,8.37,536-711-4201
779,Franco,Pérez,franco.pérez@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,4.76,4.88,9.42,9.2,757-566-7727
780,Fátima,Figueroa,fátima.figueroa@universidadvirtual.edu.ar,Argentina,Neuquén,8.77,5.21,8.55,4.7,101-991-4461
781,Estefanía,Tello,estefanía.tello@universidadvirtual.edu.ar,Argentina,Neuquén,7.43,9.94,3.81,5.56,910-157-5677
782,Manuel,Quevedo,manuel.quevedo@universidadvirtual.edu.ar,Argentina,Córdoba,7.66,7.41,6.88,5.45,737-978-4368
783,Norma,Barragán,norma.barragán@universidadvirtual.edu.ar,Argentina,La Pampa,8.39,6.44,5.94,9.08,390-840-0731
784,Sergio,Cabrera,sergio.cabrera@universidadvirtual.edu.ar,Argentina,La Pampa,9.43,6.47,8.24,6.16,439-413-3498
785,Santiago,Sánchez,santiago.sánchez@universidadvirtual.edu.ar,Argentina,Entre Ríos,7.44,5.83,3.28,5.96,432-654-8495
786,Fabián,Erazo,fabián.erazo@universidadvirtual.edu.ar,Argentina,Formosa,4.97,4.1,8.55,4.53,790-876-7576
787,Martín,Martínez,martín.martínez@universidadvirtual.edu.ar,Argentina,Neuquén,6.07,9.6,3.18,4.9,604-179-6935
788,Facundo,Cruz,facundo.cruz@universidadvirtual.edu.ar,Argentina,Misiones,8.3,4.64,9.82,7.33,552-394-0060
789,Tomás,Chacón,tomás.chacón@universidadvirtual.edu.ar,Argentina,Buenos Aires,3.86,8.91,6.13,7.14,564-248-1244
790,Daniela,Roldán,daniela.roldán@universidadvirtual.edu.ar,Argentina,Entre Ríos,9.35,7.53,5.1,9.53,976-669-7944
791,Florencia,Mejía,florencia.mejía@universidadvirtual.edu.ar,Argentina,Chubut,3.0,9.38,4.07,9.89,650-908-7159
792,Javier,Huerta,javier.huerta@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,8.12,4.05,5.31,7.64,824-329-4138
793,Valentina,Huerta,valentina.huerta@universidadvirtual.edu.ar,Argentina,Mendoza,3.61,4.69,3.29,8.0,558-899-4500
794,Laura,Escobar,laura.escobar@universidadvirtual.edu.ar,Argentina,Chaco,4.7,7.69,6.09,7.29,121-758-2321
795,Sofía,Aguayo,sofía.aguayo@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,5.02,4.87,7.21,7.5,800-876-0738
796,Cristian,Del Río,cristian.del río@universidadvirtual.edu.ar,Argentina,La Rioja,4.09,4.91,8.06,6.19,338-454-6517
797,Marcelo,Molina,marcelo.molina@universidadvirtual.edu.ar,Argentina,Entre Ríos,8.12,9.34,8.15,6.17,916-348-6061
798,Ailén,Buitrago,ailén.buitrago@universidadvirtual.edu.ar,Argentina,Córdoba,9.88,9.06,4.58,5.73,474-878-7758
799,Nerea,Carranza,nerea.carranza@universidadvirtual.edu.ar,Argentina,La Rioja,6.48,6.56,3.8,6.21,486-992-7749
800,Lucía,Tejada,lucía.tejada@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,9.14,6.49,4.45,4.23,245-908-5580
801,Rodrigo,Valladares,rodrigo.valladares@universidadvirtual.edu.ar,Argentina,Chaco,8.16,9.44,9.37,5.25,568-433-0958
802,Paula,Oyola,paula.oyola@universidadvirtual.edu.ar,Argentina,Jujuy,6.65,6.96,5.03,7.86,239-465-9028
803,Bianca,Gaytán,bianca.gaytán@universidadvirtual.edu.ar,Argentina,San Luis,5.19,4.54,5.63,4.02,792-718-8247
804,José,Beltrán,josé.beltrán@universidadvirtual.edu.ar,Argentina,Santa Cruz,3.76,9.32,4.39,9.01,904-724-4956
805,Morena,Arellano,morena.arellano@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,5.37,5.27,6.44,4.97,233-973-0440
806,Gisela,Flores,gisela.flores@universidadvirtual.edu.ar,Argentina,Entre Ríos,8.3,5.27,9.67,8.24,471-634-1014
807,Mía,Lucero,mía.lucero@universidadvirtual.edu.ar,Argentina,Chubut,9.2,6.68,8.43,4.14,203-376-0012
808,Melina,Beltrán,melina.beltrán@universidadvirtual.edu.ar,Argentina,San Juan,2.3,9.62,7.99,5.64,308-811-3264
809,Álvaro,Falcón,álvaro.falcón@universidadvirtual.edu.ar,Argentina,Catamarca,7.27,5.37,9.42,8.43,931-146-0270
810,Renata,Huerta,renata.huerta@universidadvirtual.edu.ar,Argentina,Misiones,4.74,6.94,6.39,6.92,494-544-7564
